anomaly_index,distance,nearest_point_x,nearest_point_y
118,0.7677620951286495,1.5091678121553374,3.001851878651299
143,0.6036939472235865,-1.2302211899811717,2.5845282294626126
1466,1.3827661227546406,0.788275969487835,2.818596136472922
3452,0.8514383627072643,-0.07679424171316787,3.248227073155955
4466,1.55672753431036,-0.9418644529141706,3.047984705019773
5460,0.996473666053497,0.49991923242083397,2.6372498974268797
7477,0.2928681348623137,1.3649894436218368,3.010900599574283
8111,0.5323284723920113,-1.2302211899811717,2.8763987219367912
12476,1.042666035030922,-0.5093293473136693,3.0013808104791804
13516,2.043062117081754,1.3649894436218368,2.4779296833630227
17755,1.0866752206764774,1.2208110750883363,2.5494607671489806
19307,0.686439665337289,0.788275969487835,2.585408816563727
19318,1.407703047928239,-0.6535077158471697,2.589027020814224
19999,0.8707943373312389,1.6533461806888377,2.6208087173151218
21016,0.40887905611770614,1.5091678121553374,2.6681655540503826
21563,0.8162253485172889,1.0766327065548358,2.286569721373314
25733,0.8946580582151097,1.3649894436218368,2.649341761872466
26939,0.6547237159654938,-1.374399558514672,2.6323411923618476
27388,1.0896397321601416,-0.9418644529141706,3.326793310910892
27892,0.8993081978085651,0.3557408638873335,2.927484276788217
30149,0.9962241805862698,-0.22097261024666834,2.9549129346098253
30273,0.7351961145173147,1.5091678121553374,2.9820456830613407
30377,1.1089760170779892,-0.9418644529141706,2.630802542602916
30407,0.4239061471223981,-1.2302211899811717,2.8763987219367912
33764,0.8661827425857317,1.5091678121553374,1.930920676313072
34047,1.1397032144184194,-0.5093293473136693,2.6835072296538987
34779,0.8601477097573315,-1.2302211899811717,2.8928443378251076
34902,0.8535696179653489,-1.2302211899811717,2.0009147942278
40295,0.6927958389482036,-1.2302211899811717,2.416385005327432
41592,1.066843391183452,-0.9418644529141706,3.047984705019773
41737,0.755617022001748,0.0673841268203326,2.6285475280046837
42761,0.8918393724197128,1.5091678121553374,2.5229267453592694
47196,0.9598235713685945,0.9324543380213354,2.8622455411625114
48670,1.2641525352223744,-0.22097261024666834,2.2307067035209944
49169,0.37758216329353284,1.5091678121553374,2.6681655540503826
49772,0.8093872225788449,-0.9418644529141706,2.630802542602916
51515,1.0304876860582795,1.3649894436218368,2.3342534048723365
51835,0.7364100768998141,0.9324543380213354,2.829549247210094
52683,0.7758777994252999,0.0673841268203326,2.6285475280046837
53739,1.1303378439092908,1.2208110750883363,2.656473324701825
53927,0.47324304990913896,-0.9418644529141706,2.6829503303951427
54349,1.3163931197878993,1.0766327065548358,2.766895748168993
54488,1.2447600474772949,-1.5185779270481725,2.65079263255134
54996,1.3328823498559286,-0.22097261024666834,2.3890077697051573
55597,1.0859045453332592,-1.374399558514672,3.4597104878655043
56367,0.8371268102751933,1.5091678121553374,1.930920676313072
56795,1.3757285862708672,0.6440976009543344,3.309045534490612
57048,1.3335734814449023,0.6440976009543344,2.2962981111016076
59356,0.6054032299679133,1.5091678121553374,3.236493895410173
59515,0.8089601687655484,1.3649894436218368,2.4087391785280237
59882,1.4729736765718855,1.3649894436218368,2.56683978110347
60817,0.9994296954891572,-1.374399558514672,2.5279875452504377
62894,1.5152948724949986,1.0766327065548358,3.4449943491430073
65485,0.7239560164822533,0.49991923242083397,3.4759516280053506
66488,0.8832069649103709,0.3557408638873335,3.092549819045756
71438,1.1346457055878132,-1.2302211899811717,2.7714833035419417
71785,1.2401338894847105,0.9324543380213354,2.9716536575613732
71934,0.9884379605159274,1.0766327065548358,2.764258518371163
71994,0.9088056836815498,-1.5185779270481725,2.4746027161099873
74387,0.8225260981892719,1.0766327065548358,2.286569721373314
75629,0.3783451664634375,0.3557408638873335,3.092549819045756
78518,0.5653319179757629,0.788275969487835,2.585408816563727
