anomaly_index,distance,nearest_point_x,nearest_point_y
0,0.4154349752293958,-0.22097261024666834,0.9073948287032858
1,0.2961741316648914,0.9324543380213354,-1.7850943312553538
3,1.7297939311006238,-0.22097261024666834,-0.9379465322348282
4,0.567694499176269,0.49991923242083397,0.9089744449395136
7,0.3405171179923542,0.9324543380213354,0.996298651631043
8,0.7411631602822483,0.3557408638873335,-0.9973139511533923
9,0.6671102227589853,0.21156249535383306,-1.020802395373938
11,0.6628245086726499,0.21156249535383306,1.0760749800293254
15,1.7624902388342063,0.3557408638873335,-0.14365684278639348
18,2.3505892444707803,-1.374399558514672,-1.5591775706951758
19,3.418670970248138,-0.9418644529141706,-0.650635422338264
23,2.3426279277412756,1.6533461806888377,-0.6065210667914975
24,1.945822785400856,-0.5093293473136693,0.7554119625657181
26,0.9579361111464855,-1.0860428214476712,0.7638925870034737
28,1.0682730425744877,-1.2302211899811717,-1.3991229547720894
29,2.338551233701164,0.3557408638873335,-0.02640348384761022
31,1.7586847985938483,-0.22097261024666834,0.17453136490819818
37,0.37585385792139636,0.21156249535383306,-0.8479413245022663
41,2.3447770009245086,1.2208110750883363,-0.7354276033496929
43,2.5610846605840796,1.2208110750883363,-1.011759403614397
44,2.842200909986008,-0.6535077158471697,0.12328830095370062
46,2.3602218175414964,1.0766327065548358,-0.6686970639309125
47,2.341590739268368,-1.5185779270481725,-0.14295269751737708
48,1.1383449794441096,-0.22097261024666834,-1.2074994906846597
49,0.3465935809092445,-1.662756295581673,-1.1893268705193585
50,0.8607235623419695,-1.0860428214476712,-0.7748529945646649
51,2.3427163597931697,1.3649894436218368,-0.11856462845801388
54,2.340257564338386,-1.374399558514672,0.7465924212339523
55,0.48097983343397793,-0.9418644529141706,-0.9735405070199564
56,1.9272109571608906,-0.6535077158471697,-0.8430911868389966
58,0.7199718287787082,-1.2302211899811717,-0.9407917598904438
61,2.4201753129732833,-0.3651509787801688,0.9197966621119148
62,2.34032835426066,-0.22097261024666834,0.08565054079120006
68,2.0759012951897335,0.3557408638873335,-0.5945537618772739
