,0
0,0.4154349752293958
1,0.2961741316648914
2,1.7297939311006238
3,0.567694499176269
4,0.3405171179923542
5,0.7411631602822483
6,0.6671102227589853
7,0.6628245086726499
8,1.7624902388342063
9,2.3505892444707803
10,3.418670970248138
11,2.3426279277412756
12,1.945822785400856
13,0.9579361111464855
14,1.0682730425744877
15,2.338551233701164
16,1.7586847985938483
17,0.37585385792139636
18,2.3447770009245086
19,2.5610846605840796
20,2.842200909986008
21,2.3602218175414964
22,2.341590739268368
23,1.1383449794441096
24,0.3465935809092445
25,0.8607235623419695
26,2.3427163597931697
27,2.340257564338386
28,0.48097983343397793
29,1.9272109571608906
30,0.7199718287787082
31,2.4201753129732833
32,2.34032835426066
33,2.0759012951897335
34,0.5070053478430926
35,1.765460537417795
36,2.353591043019262
37,2.725014574874347
38,2.416179853982987
39,0.9144673446964423
40,2.6590394595791276
41,1.5917969255842448
42,0.7907218065716595
43,2.320791223389054
44,1.6954092492527721
45,2.7475991694711643
46,2.338671916228838
47,0.7838342675251684
48,2.3417011228510693
49,2.875408302238699
50,3.2604397930932945
51,0.748526087821626
52,0.7735806814738095
53,2.371294917481653
54,0.37289387387772926
55,1.3442095386970214
56,0.26759162211112
57,2.350567211736956
58,2.33823765979091
59,2.3427827150862894
60,0.48559674816994747
61,2.8184567496072246
62,0.9882631724816253
63,0.47681600581743755
64,0.4186825581454394
65,1.7132375213845252
66,1.732934204357668
67,2.3434370652775875
68,2.343237626658987
69,2.335486216558879
70,0.43059819063850996
71,2.362076846821987
72,1.9684662978734255
73,1.7560870506841053
74,0.4399023442745091
75,2.339415107316861
76,2.9318178627179003
77,3.549541689885547
78,1.7569579179880095
79,2.3375432013178665
80,0.10785423810158172
81,1.7948699171829345
82,0.19742799159362373
83,1.1506137369469425
84,1.7700283374963928
85,3.107570836278665
86,2.3427693095951594
87,0.337078621818778
88,0.8253409974597696
89,0.7108261383500286
90,2.3416163498884357
91,0.3110030954163115
92,2.388127763039863
93,0.2223436155787622
94,0.36924591916083105
95,1.492551733899696
96,1.735305737037218
97,2.3348135206533285
98,1.104812678593578
99,3.22899362989802
100,1.8742098921731363
101,2.341730003559836
102,2.7082824837209944
103,0.5476974417087457
104,2.7256009575919657
105,2.3418056715209468
106,2.150809007384974
107,3.648570781278169
108,1.8434404045315251
109,0.3534470091522904
110,0.5715212301036358
111,1.8693469011376465
112,1.7585859335956187
113,1.6855480860571734
114,2.355710027828665
115,2.344291545988337
116,2.9601323518709184
117,2.2975469407069666
118,2.911366310650751
119,2.3359159644529424
120,2.380874616771942
121,2.5704112259257657
122,2.345162004904273
123,2.3757309646464906
124,3.2519497945806775
125,2.3434709100288558
126,0.6492945416921745
127,2.565342951007811
128,0.3079635857375025
129,0.8661812831177367
130,0.2794065629947085
131,0.89529894695843
132,0.38214716375625957
133,3.227368454013031
134,2.920096016723641
135,2.5769027242525824
136,1.7449079872500595
137,0.5059251391940847
138,0.4640772495350592
139,0.9225995238870361
140,2.1270651915552
141,2.3491306724673438
142,2.4310448065322032
143,0.4628021672805105
144,2.3384744539420037
145,0.7868969860147437
146,2.944848164953818
147,2.6428343206863336
148,0.625479007655455
149,1.4266778543264258
150,2.361099030323408
151,1.3346556585625708
152,1.8212036669212082
