anomaly_index,distance,nearest_point_x,nearest_point_y
2,0.5406989494747428,-0.31872806280777327,-0.04408268087969015
108,0.7493781799750516,-0.31533912252693264,-0.30285117446320425
136,0.2603930371130213,3.4698785225906894,0.572980649973305
246,0.7341157295990114,-0.31849532813569054,0.9362518044270844
286,0.810166541095718,-0.31450971557578294,0.29928320483689586
600,0.5155415602661338,-0.31875452902830503,0.3241647907583876
640,0.6786252907671203,-0.3187545079583856,-1.397640955008841
745,0.3579623498833513,-0.3187347609186552,1.4239308884883226
829,0.7838941631101786,3.0511711081627513,0.4386200859972496
919,1.4241259688082786,2.932600841324317,-1.0393461177393597
949,0.8112196741126796,-0.31688518472956206,1.2945466416965654
959,1.3974655410534622,-0.3184714957107518,-0.1336563901970604
1302,1.0299379752706672,-0.3160625206073438,-0.1436090245656571
1308,0.4686530272305189,2.8964713643829727,-0.5466907164938233
1335,0.6795696989490522,-0.3154768695606882,-0.9049855537633044
1621,0.45075715238518715,-0.3184731359654281,-1.3130435628757688
1643,0.340203767658795,-0.31416455679998695,1.0606597340345432
1784,8.383800091990164,-0.31604258453055756,-1.4673093955890177
1791,0.6609759806669616,-0.31859491306800297,-0.3874485665962762
1869,1.5177326604231036,-0.3185948636033419,0.5530753812361117
1896,0.8781151925995844,-0.3156253504667421,-1.0940856067666416
2242,0.3458465404712732,-0.3187572719269285,1.588149355570168
2449,1.0461398203956405,-0.31875422877801246,0.9462044387956812
2472,2.1054412658567543,-0.31875736861729786,-0.2879222229103092
2523,2.1985796425035447,-0.31875736861729786,-1.0940856067666416
2534,0.1960047612670586,-0.31847478670220347,-0.7606723554186523
2553,2.2174941488967335,-0.31875736861729786,0.0952542002806636
2580,1.8566247420952007,-0.31873454634326004,0.17985159241373552
2792,1.455620173831358,2.7512969263601312,-0.22820641669872904
2840,0.21184833811778936,2.8979747036843726,-0.7109091835756688
2852,0.7238862040202556,-0.3156552465067296,0.6924122623964654
2914,0.3626486987049678,-0.31603183541035834,-1.3379251487972608
2924,0.4252209350071242,-0.31875426833158405,1.70260465080903
2941,0.3012310272741788,-0.3152019329226019,-0.7357907694971606
3065,0.5696123446953993,-0.3184731359654281,0.9710860247171729
3177,0.41711002765077315,-0.3149531999963197,1.3940729853825324
3208,0.8645198823689993,-0.3141649338889111,-1.014464531817868
3232,0.26087401058477033,-0.3187546773492341,-0.9895829458963763
3245,0.30246975513307683,-0.3187572719053844,0.40876218289145955
3344,0.31385838978210534,-0.3187540989558734,1.7225099195462235
3400,0.5459241887271626,-0.31600845024168356,0.9213228528741894
3439,0.3663736993894496,3.2920427657446023,-0.7059328663913704
3484,0.40283337200390334,3.1292923117671023,-1.12891982705673
3572,0.6096981441615354,-0.31873460995124037,1.4289072056726209
3580,2.1098869407915744,-0.31875736861729786,-1.2184935363741003
3600,2.3117602360284537,-0.31875736861729786,0.0952542002806636
3671,2.287140109182221,-0.31875736861729786,0.8765359982155043
3787,0.9287385420172217,-0.31859492348503116,-1.1886356332683103
3933,0.6955320389114584,-0.3151798782558145,-1.5917173251964765
3956,0.6685984398205439,-0.3160734098673823,-1.0692040208451499
4024,0.35518444967976653,3.417796512175209,0.9063939013212944
4038,0.6538512127495157,-0.3187346521905539,0.7819859717138357
4053,0.4631868115332352,3.305067131101507,0.27440161891540416
4155,0.3120753224197825,-0.3141646411949193,0.22463844707242064
4212,0.5195435414846706,-0.3184692844325275,-0.770624989787249
4225,0.9835613701441235,-0.3150600198417476,-0.9547487256062879
4324,0.6470477485580107,-0.3149965307440603,0.687435945212167
4448,1.8873176662622329,3.305067131101507,-0.7009565492070721
4453,0.3733577161677802,-0.31700237724838365,-1.0393461177393597
4573,1.6914906050194227,-0.3160163535146923,-0.09882216990697198
4692,0.20406985590997762,-0.31872831418355096,-1.0393461177393597
4744,2.20609977082316,-0.31875736861729786,0.458525354734443
4766,0.33552540035250955,-0.3187347222794756,-0.0590116324325852
4858,0.6660553056958578,-0.3149965307440603,0.687435945212167
4892,0.6402718152074127,-0.3149965307440603,0.687435945212167
4925,0.5516508701749264,-0.3187573701389787,0.9063939013212944
4951,0.558754468005651,-0.31500075081510076,-0.8004828928930391
5024,0.46766946933288694,-0.31847161667268786,1.374167716645339
5028,1.4786442409674059,-0.31602538145226766,1.1552097605362117
5056,0.7985374982620154,-0.31847048819134544,-0.6014302055211052
5212,0.5874392792748533,-0.31416455679998695,0.5281937953146199
5344,0.6879805520289235,-0.31847104318026176,-0.0590116324325852
5352,0.6481011442264419,-0.3184972460473461,-0.427259104070663
5369,0.5547934229380829,-0.3186201908537516,1.1253518574304218
5388,0.31953414749053494,3.395551582450461,0.9710860247171729
5480,0.27256323838458335,-0.3187543330519506,1.6080546243073615
5504,0.3473980163060635,-0.3160785236600716,0.13506473775505037
5559,3.319993824793938,-0.3187546391835655,-0.20830114796153565
5740,0.5975840010514457,-0.3154768695606882,-1.1040382411352383
5796,0.3319272487156439,-0.3160472109199558,-0.1336563901970604
5816,0.3928861697819963,-0.3187346253237918,-0.7109091835756688
5849,0.24713697218586825,-0.3187540092543163,0.7371991170551505
5879,0.8262132336011032,3.1843832048414202,-0.48697491028224316
6000,0.44577597577466005,-0.31515982338453435,-1.5071199330634044
6135,1.1788969061236616,3.1020370775735833,-0.2928985400946076
6177,0.7518588334106462,-0.3184967934521255,0.34904637667987937
6184,0.455006402156966,-0.316057033725564,-1.5917173251964765
6414,0.5560738634170046,-0.316054680745756,1.359238765092444
6468,0.7684310328548852,-0.3184682851574323,1.0357781481130515
6686,0.3825766258227219,-0.31537231545009464,-1.6663620829609516
6694,0.6758774919272084,-0.31875449873292033,1.2348308354849853
6753,0.44031737029862233,-0.31875723701338854,-1.4274988581146308
6778,0.9381354570269059,-0.31873458104500074,0.8168201920039241
6818,0.2989723312704795,-0.31604596701260934,0.34904637667987937
6975,0.8214662369303523,-0.3187572718920086,-0.46706964154504976
7020,0.5756710698323865,-0.3187572719269285,1.2945466416965654
7072,0.2859408825613123,-0.3160741127270655,-1.3379251487972608
7074,0.14847074928445295,-0.3187573702000029,-1.5668357392749848
7214,2.855032114471969,-0.3187546391835655,-0.20830114796153565
7339,0.617270103536866,-0.3160490943416096,1.5334098665428861
7361,0.1607001756588071,-0.3187545679621478,1.4985756462527977
7423,0.7365853942144794,-0.3160653007859827,-0.8751276506575143
7503,2.93652757756287,-0.3187546391835655,-0.20830114796153565
7523,0.8098180360906678,-0.3184967934521255,0.34904637667987937
7541,0.4264505133115935,-0.3187545830542913,-0.10379848709127033
7552,2.84814540495228,-0.3184967934521255,0.4336437688129513
7554,3.341139465252585,-0.3187546391835655,-0.20830114796153565
7559,3.284071867520557,-0.3187546391835655,-0.20830114796153565
7598,0.864517854328907,-0.3184967934521255,0.34904637667987937
7607,0.34723444976477136,-0.3187572653555593,-1.0841329723980448
7625,0.34754925173785683,-0.3160099380902091,-1.0841329723980448
7656,0.4495264473693435,3.06507543402202,-0.5218091305723316
7697,0.9830231693366462,-0.31601255568386083,0.3739279626013711
7746,1.9202364607490408,3.1214310331453716,-0.24313536825162407
7898,0.5550016653001687,-0.3186201682522238,-1.0692040208451499
7954,0.5707827654477368,-0.3187573242498679,-0.9298671396847962
8002,1.0135324644426884,-0.3187542080866435,-1.397640955008841
8058,2.035965012932165,-0.3184967934521255,0.4336437688129513
8076,0.7036925871732587,2.9816432764670817,1.2497597870378805
8090,0.8255887710223846,-0.316789004988987,-0.7109091835756688
8168,0.3612719457278799,-0.3146405198714379,1.2348308354849853
8444,1.486957434750879,-0.3185948866556978,0.5829332843419017
8506,0.7291419388408881,-0.3160521116042447,-1.6912436688824435
8525,0.3886535317824215,-0.3187541765282948,-0.5865012539682101
8538,0.8383740605195397,-0.3187545079583856,-0.7059328663913704
8621,0.6466302362811986,-0.3187543330519506,-0.8950329193947077
8636,0.545013071718096,3.0963987418088394,0.4983358922088298
8646,0.24469243663788026,-0.31847190129585995,1.6030783071230632
8706,0.6044904571883774,-0.3187572719053844,-1.1587777301625202
8727,0.4517068166422418,-0.31875723682182094,-1.243375122295592
8754,0.366537845343213,-0.31416493803036144,-0.8154118444459342
8822,0.6327499436845962,-0.3146405198714379,0.55805169842041
